tax	426	427	428	429	430	431	432	433	435	436	437	438	439	440	total
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;Lacticaseibacillus paracasei	0	2	0	0	0	2	0	0	0	0	0	0	0	1	5
Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;Variovorax sp. WDL1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis	3	2	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Dolosigranulum;Dolosigranulum pigrum	2	3	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces flavofungini	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;Comamonas testosteroni	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces sp. RLB1-9	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria;Bacteria_none;Pseudomonadota;Deltaproteobacteria;Bradymonadales;Microvenatoraceae;Microvenator;Microvenator marinus	1	3	0	0	0	0	0	0	0	0	0	0	0	1	5
Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas sp. ASNIH1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus suis	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides salyersiae	1	4	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium sp. N1736	2	3	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria;Bacteria_none;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter ginsenosidivorax	1	1	0	0	0	1	0	0	0	0	0	0	0	2	5
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Lacinutrix;Lacinutrix sp. 5H-3-7-4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium phocaeense	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Actinobacillus;Actinobacillus equuli	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Diaphorobacter;Diaphorobacter sp. HDW4A	3	2	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter sp. T2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria;Bacteria_none;Cyanobacteriota;Cyanophyceae;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus sp. CBW1002	1	3	0	0	0	0	0	0	0	0	0	0	0	1	5
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus succinus	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus pumilus	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. W7	1	4	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas sp. JSTW	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Legionellales;Coxiellaceae;Rickettsiella;Candidatus Rickettsiella viridis	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus glycinifermentans	0	0	0	0	0	0	0	0	0	0	0	0	4	1	5
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Virgibacillus;Virgibacillus sp. MSP4-1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium;Carnobacterium maltaromaticum	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium botulinum	3	0	0	0	0	1	0	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces sp. CB01881	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Rothia;Rothia terrae	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium senriense	0	2	0	0	0	0	0	0	2	0	0	0	0	0	4
Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. ABP14	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium sp.	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. SC3(2021)	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia enterocolitica	1	3	0	0	0	0	0	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium;Agrobacterium tumefaciens	3	1	0	0	0	0	0	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella quasipneumoniae	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus oralis	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Allokutzneria;Allokutzneria albata	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
