C	8780d22e-9eb0-458a-9b82-1185c7d84d5e	561879	3435	0:2115 1:2 0:111 1408:2 0:489 1386:3 0:23 1386:7 0:2 1386:5 0:243 561879:1 0:16 186817:5 0:17 561879:2 0:18 561879:8 1386:3 0:71 186817:5 0:21 186817:1 0:42 186817:3 0:13 186817:3 0:6 186817:2 0:86 1386:5 0:10 186817:5 0:56
C	a71693d8-10a6-43a2-9331-f512d8ab3927	9606	2472	0:55 33938:3 0:32 9606:2 0:12 9606:4 0:52 9606:4 0:4 9606:4 0:21 9606:3 0:70 9606:4 0:33 9606:5 0:7 9606:2 0:60 9606:2 0:45 9606:3 0:55 9606:1 0:6 9606:5 0:5 9606:5 0:20 9606:5 0:4 9606:1 0:2 9606:4 0:7 9606:5 0:22 9606:1 0:5 9606:5 0:1 9606:2 0:7 9606:2 0:12 9606:5 0:12 9606:2 0:20 9606:1 0:29 9606:4 0:8 9606:5 0:10 9606:2 0:47 9606:1 0:76 9606:1 0:37 131567:5 0:3 9606:4 0:7 9606:2 0:41 9606:1 0:15 9606:1 0:1 9606:5 0:16 9606:1 0:9 9606:5 0:2 9606:1 0:25 9606:2 0:1 9606:5 0:91 9606:2 0:9 9606:1 0:29 9606:7 0:19 9606:4 0:5 9606:2 0:61 9606:1 0:40 9606:5 0:17 9606:1 0:118 9606:6 0:23 9606:4 0:43 9606:5 0:2 9606:2 0:46 9606:5 0:66 9606:8 0:1 9606:1 0:12 9606:6 0:52 9606:1 0:4 9606:4 0:30 9606:2 0:12 9606:3 0:19 9606:4 0:50 9606:4 0:1 9606:5 0:84 9606:2 0:5 9606:4 0:35 9606:2 0:5 9606:1 0:5 9606:2 0:11 9606:5 0:70 9606:1 0:78 9606:2 0:15 9606:5 0:9 9606:1 0:10 9606:1 0:20 9606:2 0:209
C	aa306b4e-a013-45d1-b0fa-981d06459d0d	561879	3990	0:168 1385:5 0:50 1386:2 0:39 1386:4 0:25 1386:1 0:9 1386:5 0:74 1386:9 0:26 1386:5 0:23 1386:5 0:11 1386:2 0:16 1386:5 0:15 1386:5 0:34 1386:5 0:77 1386:2 0:5 1386:5 0:5 1386:6 0:4 1386:5 0:29 1386:3 0:60 1386:5 0:3 1386:5 0:86 1386:5 0:62 1386:1 0:3 1386:2 0:96 1386:5 0:95 1386:2 0:22 1386:5 0:103 1386:1 0:5 1386:1 0:27 1386:4 0:43 1386:5 0:17 561879:2 0:23 1386:3 0:6 1386:2 0:90 1386:4 0:22 1386:2 0:58 1386:2 0:26 1386:1 0:5 1386:3 0:19 1386:5 0:4 1386:7 0:9 1386:2 0:94 1386:1 0:15 1386:3 0:29 186817:1 0:20 1386:5 0:19 1386:1 0:24 1386:1 0:5 1386:2 0:5 1386:7 0:20 1386:1 0:17 1386:5 0:50 1386:5 0:33 1386:5 0:12 1386:2 0:39 1386:7 0:20 1386:2 0:4 1386:6 0:47 1386:4 0:41 1386:5 0:24 561879:5 0:8 561879:2 0:5 561879:5 0:38 1386:5 0:4 1386:1 0:1 1386:5 0:50 561879:1 0:44 1386:1 0:80 1386:8 0:11 1386:5 0:1 1386:2 0:75 1386:3 0:21 561879:5 0:8 1386:5 0:10 1386:3 0:112 1386:1 0:13 1386:5 0:11 1386:2 0:9 1386:2 0:4 1386:5 0:136 1386:1 0:6 1386:5 0:46 1386:5 0:2 1386:5 0:3 1386:5 0:77 1386:1 0:1 1386:5 0:6 1386:2 0:12 1386:1 0:57 1386:5 0:12 1386:6 0:13 1386:2 0:8 1386:5 0:36 1386:4 0:6 1386:1 0:82 561879:5 0:14 561879:5 0:3 1386:5 0:44 561879:1 0:12 1386:2 0:110 561879:2 0:5 1386:1 0:2 1386:5 0:43 1386:5 0:26 1386:1 0:24 1386:1 0:167 1386:3 0:115
C	e0286da8-231b-4007-a366-b7507a2242ce	561879	3983	0:167 1386:3 0:219 1386:2 0:43 1386:5 0:2 1386:1 0:5 561879:2 0:111 1386:2 0:12 561879:1 0:70 561879:5 0:82 1386:1 0:6 1386:4 0:36 1386:5 0:42 1386:5 0:70 1386:2 0:6 1386:5 0:1 1386:1 0:72 1386:5 0:3 1386:5 0:2 1386:5 0:46 1386:5 0:6 1386:1 0:72 1386:2 0:10 1386:1 0:38 1386:7 0:5 1386:5 0:4 1386:2 0:9 1386:2 0:68 1386:5 0:69 1386:3 0:10 1386:5 0:8 561879:5 0:98 1386:2 0:1 1386:5 0:11 1386:8 0:78 1386:1 0:44 561879:1 0:50 1386:5 0:1 1386:1 0:4 1386:5 0:39 561879:5 0:5 561879:2 0:8 561879:5 0:24 1386:5 0:41 1386:4 0:47 1386:3 0:73 1386:2 0:12 1386:5 0:33 1386:5 0:33 1386:3 0:13 1386:5 0:17 1386:1 0:20 1386:7 0:5 1386:2 0:5 1386:1 0:24 1386:1 0:19 1386:5 0:20 186817:1 0:29 1386:3 0:15 1386:1 0:15 1386:2 0:77 1386:2 0:9 1386:7 0:4 1386:5 0:117 1386:2 0:22 1386:4 0:17 1386:1 0:72 1386:2 0:6 1386:3 0:23 561879:2 0:17 1386:4 0:44 1386:4 0:27 1386:1 0:5 1386:1 0:103 1386:5 0:119 1386:5 0:165 1386:5 0:17 1386:5 0:65 1386:5 0:3 1386:5 0:60 1386:3 0:29 1386:5 0:4 1386:6 0:5 1386:5 0:5 1386:2 0:76 1386:5 0:33 1386:4 0:15 1386:5 0:16 1386:2 0:11 1386:5 0:23 1386:5 0:26 1386:9 0:74 1386:5 0:9 1386:1 0:25 1386:4 0:90 1385:5 0:121
U	f9f7d72d-ec83-4612-a273-270d55aeffc1	0	242	0:208
C	ad6aea56-cad0-4212-a088-d032c60cc6ba	9606	1731	0:131 9606:2 0:11 9606:3 0:12 9606:5 0:5 9606:5 0:22 9606:5 0:134 9606:1 0:46 9606:2 0:21 9606:1 0:2 9606:5 0:98 9606:5 0:111 9606:5 0:18 9606:1 0:106 9606:3 0:19 9606:2 0:49 9606:2 0:52 9606:3 0:10 9606:5 0:52 9606:11 0:75 9606:5 0:27 9606:5 0:144 9606:3 0:5 9606:5 0:41 9606:5 0:11 9606:3 0:11 9606:1 0:13 9606:1 0:5 9606:1 0:85 9606:1 0:33 9606:1 0:4 9606:2 0:1 9606:2 0:5 9606:2 0:108 9606:3 0:76 9606:2 0:46
C	9de23484-3964-4a09-ab06-03b355e842ff	9606	1708	0:97 9606:2 0:76 9606:3 0:96 9606:3 0:6 9606:2 0:4 9606:2 0:5 9606:2 0:1 9606:2 0:4 9606:1 0:116 9606:1 0:5 9606:1 0:13 9606:1 0:11 9606:3 0:11 9606:5 0:41 9606:5 0:5 9606:3 0:54 9606:2 0:122 9606:5 0:75 9606:11 0:21 9606:5 0:11 9606:5 0:10 9606:5 0:10 9606:3 0:52 9606:2 0:13 9606:2 0:1 9606:2 0:62 9606:4 0:38 9606:2 0:22 9606:5 0:36 9606:5 0:111 9606:5 0:96 9606:5 0:197 9606:5 0:22 9606:5 0:5 9606:5 0:12 9606:3 0:11 9606:2 0:32 9606:3 0:43
C	928e1a60-492f-4f17-a75a-1d1cc067cb44	1509	3737	0:160 1485:6 0:7 1485:4 0:40 1485:5 0:48 1491:6 0:25 1485:3 0:21 1485:5 0:1 1485:1 0:98 1485:2 0:26 1485:3 0:9 1485:5 0:56 1485:2 0:7 1485:2 0:26 1485:5 0:36 1485:3 0:10 1485:2 0:3 1485:6 0:48 1485:5 0:46 1485:5 0:4 1485:4 0:16 1485:6 0:70 1485:2 0:14 2:1 0:9 1485:5 0:12 1485:1 0:102 1485:2 0:49 1485:2 0:16 1485:1 0:7 1485:1 0:13 1485:3 0:37 1485:2 0:50 1485:2 0:11 1485:2 0:38 1485:5 0:57 1485:3 0:11 1485:8 0:95 1485:5 0:8 1485:5 0:38 1485:2 0:8 1485:3 0:7 1485:2 0:5 1485:4 0:1 1485:2 0:9 1509:5 0:111 1485:2 0:9 1485:3 0:9 1485:3 0:1 1485:7 0:1 1485:2 0:8 1485:1 0:133 1485:2 0:5 1485:3 0:2 1485:1 0:13 1509:8 0:12 1485:5 0:29 1509:5 0:116 1485:3 0:2 1509:5 0:54 1485:2 0:23 1485:5 0:11 1509:2 0:39 1485:2 0:46 1509:5 0:6 1485:5 0:15 1485:2 0:51 1485:5 0:15 1485:5 0:19 1485:2 0:21 1485:3 0:5 1485:2 0:50 1485:2 0:62 1485:1 0:88 1485:3 0:5 1485:1 0:15 1485:5 0:15 1485:2 0:26 1485:1 0:28 1485:1 0:5 1485:5 0:2 1485:5 0:26 1485:5 0:35 1485:5 0:20 1509:5 0:8 1509:3 0:22 1485:2 0:118 1485:2 0:76 1485:2 0:32 1485:4 0:9 1485:3 0:23 1485:2 0:63 1485:1 0:16 1485:8 0:13 1485:1 0:91 1485:1 0:2 1485:5 0:1 1485:3 0:7 1485:1 0:96 1485:7 0:1 1485:5 0:10 1485:5 0:138 2731219:5 0:19 1485:3 0:41 1485:2 0:86
C	3e89e3d8-c3d3-4ba5-8a65-7a3f357ff0cb	1747	4038	0:47 9606:1 0:129 1912216:1 0:109 1912216:1 0:49 1912216:2 0:109 1912216:2 0:43 1912216:4 0:25 1912216:2 0:98 1912216:5 0:41 1912216:3 0:2 1912216:1 0:16 1912216:5 0:5 1912216:2 0:15 1912216:5 0:160 1747:1 1912216:5 0:31 1912216:2 0:42 1912216:4 0:15 1912216:4 0:70 1912216:3 0:11 1912216:5 0:34 1912216:2 0:55 1912216:1 0:33 1912216:2 0:45 1912216:5 0:49 1912216:5 0:107 1912216:9 0:12 1912216:5 0:67 1912216:1 0:42 1912216:1 0:41 1912216:4 0:19 1912216:4 0:26 1747:4 0:7 1912216:2 0:47 1912216:5 0:17 1912216:3 0:66 1912216:2 0:24 1912216:1 0:25 1912216:1 0:12 1747:2 0:11 1747:5 0:8 1747:2 0:19 1912216:1 0:10 1912216:5 0:149 1912216:5 1747:2 0:18 1912216:3 0:9 1912216:1 0:1 1912216:2 0:140 1912216:7 0:1 1912216:9 0:83 1912216:2 0:4 1912216:2 0:20 1747:5 0:56 1912216:3 0:12 1912216:5 0:36 1912216:9 0:25 1912216:2 0:60 1912216:2 0:112 1912216:1 0:19 1912216:4 0:25 1912216:2 0:67 1912216:1 0:58 1912216:2 0:15 1912216:2 0:35 1912216:1 0:7 1912216:4 0:9 1912216:8 0:15 1912216:1 0:31 1912216:7 0:126 1912216:5 0:54 1912216:1 0:20 1912216:3 0:3 1912216:5 0:20 1912216:1 0:88 1912216:5 0:14 1912216:5 0:111 1912216:3 0:173 1912216:5 0:67 1912216:1 0:10 1912216:3 0:32 1912216:5 0:2 1912216:1 0:16 1912216:3 0:21 1912216:2 0:92 1912216:1 0:84
C	2e25e3ca-8675-47d9-8268-72c51fd8762f	1509	4375	0:107 1485:5 0:27 1485:4 0:57 1485:3 0:6 1485:5 0:48 1485:2 0:124 1485:9 0:43 1485:6 0:18 1485:5 0:2 1485:2 0:153 1485:2 0:8 1485:5 0:146 1485:2 0:5 1485:2 0:47 1485:6 0:14 1485:2 0:17 1485:1 0:10 1485:5 0:64 1485:2 0:23 1485:2 0:29 1485:5 0:22 1485:5 0:45 1485:5 0:78 1485:7 0:59 1485:1 0:37 1239:5 0:54 1485:3 0:10 1485:2 0:32 1485:1 0:62 1509:4 0:20 1509:1 0:42 1485:5 0:65 1485:2 0:23 1485:3 0:19 1485:1 0:73 1485:3 0:17 1485:4 0:25 1485:5 0:21 1509:1 0:12 1509:5 0:189 1485:1 0:63 1485:5 0:217 1485:5 0:75 1485:1 0:11 1485:2 0:62 1485:2 0:26 1485:5 0:16 1485:5 0:13 1485:5 0:58 1485:5 0:119 1485:2 0:17 1485:4 0:17 1485:8 0:24 1485:1 0:93 1485:8 0:32 1485:1 0:11 1485:3 0:32 1485:4 0:49 1485:5 0:36 1485:1 0:149 1485:3 0:35 1485:2 0:31 1485:5 0:26 1485:1 0:21 1485:5 0:4 1485:1 0:10 1485:5 0:20 1485:3 0:5 1485:6 0:7 1485:1 0:10 1485:4 0:17 1485:5 0:155 1485:4 0:20 1485:2 0:5 1485:1 0:9 1485:5 0:30 1485:6 0:12 1485:5 0:16 1485:3 0:3 1485:5 0:68 1485:11 0:49 1485:6 0:26 1485:2 0:11 1485:2 0:23 1485:7 0:50 1485:4 0:35 1485:5 0:50 1485:10 0:44 1485:5 0:9 1485:2 0:52 1485:1 0:104 1485:5 0:68
