U	c376e183-7ceb-4408-b98e-ae8121264d2c	0	86	0:52
C	9f53936d-9783-4200-875f-4366d99afa99	1592897	1998	0:133 1592897:4 0:111 1592897:5 0:40 1592897:5 0:57 1592897:3 0:50 1592897:1 0:4 1592897:1 0:29 1592897:2 0:29 1592897:4 0:3 1592897:5 0:4 1592897:5 0:1 1592897:2 0:34 1592897:1 0:46 1592897:5 0:63 1592897:5 0:41 1592897:4 0:61 1592897:1 0:28 1592897:1 0:62 1592897:5 0:12 1592897:3 0:13 1592897:5 0:56 1592897:2 0:27 1592897:3 0:47 1592897:1 0:8 1592897:5 0:131 1592897:2 0:28 1592897:5 0:1 1592897:7 0:16 1592897:5 0:6 1592897:2 0:27 1592897:5 0:3 1592897:5 0:10 1592897:3 0:74 1592897:3 0:13 1592897:2 0:2 1592897:5 0:129 1592897:2 0:4 1592897:5 0:22 1592897:3 0:34 1592897:5 0:109 1592897:1 0:37 1592897:1 0:66 1592897:3 0:11 1592897:1 0:48 1592897:5 0:86
U	4b8af7e8-a655-4f62-8707-54b0139c8128	0	102	0:68
U	2b3ce243-b209-4305-97fc-10564a2455e0	0	99	0:65
U	b9bca6fb-1663-4b6d-8382-0e40343ef8af	0	96	0:62
U	1be384d3-3b94-474c-8662-cc9e6b1ab32b	0	98	0:64
U	c15513f0-7baa-4bbc-b01b-0e0303e946a9	0	105	0:71
U	08d2cb9d-f717-47e5-bdc7-ca030dcd81bc	0	157	0:123
C	8c506d0b-35e5-43fd-af4a-f5d19384b5d9	1592897	2223	0:152 1592897:1 0:69 1592897:1 0:18 1592897:2 0:59 1236:1 1592897:2 0:5 1592897:7 0:13 1592897:5 0:9 1592897:2 0:82 1592897:1 0:5 1592897:1 0:44 1592897:2 0:55 1592897:1 0:11 1592897:4 0:11 1592897:5 0:8 1592897:5 0:5 1592897:1 0:12 1592897:1 0:34 1592897:1 0:170 1592897:1 0:7 1592897:3 0:8 1592897:1 0:47 1592897:5 0:57 1592897:1 0:1 1592897:2 0:55 1592897:5 0:6 1592897:5 0:295 1592897:5 0:10 1592897:1 0:11 1592897:5 0:5 1592897:1 0:5 1592897:1 0:14 1592897:2 0:8 1592897:5 0:215 1592897:1 0:16 1592897:5 0:171 1592897:10 0:12 1592897:4 0:6 1592897:5 0:30 1592897:5 0:1 1592897:2 0:37 1592897:7 0:1 1592897:1 0:28 1592897:5 0:32 1592897:1 0:59 1592897:2 0:85 1592897:1 0:70
U	83929153-24a3-4325-8cd3-9eab3820f1c7	0	93	0:59
U	8bd89639-e489-49fc-8664-14b8eaabe6d7	0	103	0:69
U	24ecb52b-9566-468a-b231-65d400902ad7	0	100	0:66
U	661a859b-11d4-436e-bbee-d0b742bd328e	0	130	0:96
U	364f169d-1fd0-4151-8cdd-a5e302d10455	0	118	0:84
U	b932db4d-337c-4088-8528-516df7da5f40	0	95	0:61
U	6a161ea0-0056-4282-aac0-97ccb2886603	0	108	0:74
U	8b12b191-feee-41c3-99ed-14bf01a7187f	0	107	0:73
U	a4e9c8a7-6d40-4cbe-aa09-845cb3d9293f	0	102	0:68
U	790ae4cf-50d5-4062-8768-9cd96d946a5f	0	110	0:76
U	5c248993-3d11-4e74-ac25-6ddf12ae62d0	0	95	0:61
U	5e45d559-141c-455e-936a-7a97a754aa55	0	98	0:64
U	6e68b664-ce91-444e-bd53-11c78c4a6526	0	102	0:68
U	74c1aa37-c325-4be4-a8a4-068b61d05750	0	1787	0:1698 9606:2 0:53
U	d589d70f-0d9f-4067-8d3c-1778b3adb59a	0	86	0:52
C	48a4143e-9c03-4603-8354-922f59dc889a	9606	9684	0:9270 9606:4 0:13 9606:1 0:319 9606:8 0:35
U	77900a8d-1672-443f-9492-ec2805071c8e	0	105	0:71
U	30519200-d815-4200-a9e4-5c19958e1d9f	0	91	0:57
U	cf8bf937-d9b7-4187-84a2-a3687623513a	0	85	0:51
U	39eb6630-32a9-4e1c-90d1-40e445a3bca5	0	97	0:63
U	514d200d-84d8-47a7-b685-0229fcd1c112	0	90	0:56
