U	347cd528-301c-4cc3-9f42-e5fe1a8c4007	0	94	0:60
U	9df08322-f4ca-4726-8cf4-a80591566fde	0	99	0:65
U	08360451-5f74-42e3-9d6c-daf607285e51	0	97	0:63
U	7acac103-4c86-4fe8-b6cb-a5bcc708b4ff	0	150	0:116
U	ed9fdb89-4afb-4672-9812-12f067b43240	0	109	0:75
U	036cb0fd-0afd-4681-a15a-9899fea7ccf3	0	87	0:53
U	b53441d7-791d-46fb-a9aa-8387f68e9f01	0	97	0:63
U	219dcf80-0775-40c4-8a61-e37193ff8a94	0	109	0:75
U	41258b89-cf6a-43d6-9572-113b39dd115d	0	91	0:57
U	78158919-7b0d-466c-a065-5522cfe6f5ea	0	90	0:56
U	1f8fbf1e-f057-4f50-82ab-c410ca019fe6	0	96	0:62
